YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,CLRSKY_SFC_SW_DWN
2022,3,19,1,0,26.05,1.44,0
2022,3,19,2,0,25.98,1.56,0
2022,3,19,3,0,25.91,1.74,0
2022,3,19,4,0,25.87,1.84,0
2022,3,19,5,0,25.83,1.89,0
2022,3,19,6,32.79,26.1,1.82,30
2022,3,19,7,223.4,27.29,1.99,224.8
2022,3,19,8,473.75,28.3,1.97,472.85
2022,3,19,9,653.05,28.88,1.67,695.9
2022,3,19,10,816.92,29.27,1.33,857.92
2022,3,19,11,919.95,29.62,1.06,974.2
2022,3,19,12,921.15,29.68,0.94,986.38
2022,3,19,13,892.87,29.59,0.87,925
2022,3,19,14,681.7,29.47,0.75,785.55
2022,3,19,15,502.26,29.63,0.69,593.55
2022,3,19,16,285.2,29.44,0.74,347.42
2022,3,19,17,87.65,28.88,0.47,113.58
2022,3,19,18,0,28.46,0.27,0
2022,3,19,19,0,28.13,0.85,0
2022,3,19,20,0,27.73,1.3,0
2022,3,19,21,0,27.4,1.59,0
2022,3,19,22,0,27.06,1.77,0
2022,3,19,23,0,26.68,1.92,0
2022,3,20,0,0,26.36,2.09,0
2022,3,20,1,0,26.14,2.29,0
2022,3,20,2,0,25.98,2.35,0
2022,3,20,3,0,25.9,2.26,0
2022,3,20,4,0,25.8,2.23,0
2022,3,20,5,0,25.69,2.21,0
2022,3,20,6,20.3,25.87,2.06,29.45
2022,3,20,7,115.66,26.77,2.11,208.45
2022,3,20,8,255.55,27.57,2.14,448.12
2022,3,20,9,342.82,28.52,2.17,668.9
2022,3,20,10,442.91,28.94,2.31,844.12
2022,3,20,11,561.94,29.22,2.38,963.62
2022,3,20,12,604.66,29.32,2.5,978.15
2022,3,20,13,691.97,29.27,2.6,914.2
2022,3,20,14,591.03,29.12,2.71,770.1
2022,3,20,15,439.86,28.9,2.77,556.83
2022,3,20,16,265.63,28.59,2.45,329.25
2022,3,20,17,85.86,28.02,2.14,107.9
2022,3,20,18,0,27.37,2.03,0
2022,3,20,19,0,27.23,2.1,0
2022,3,20,20,0,27.07,2.16,0
2022,3,20,21,0,26.94,2.22,0
2022,3,20,22,0,26.75,2.22,0
2022,3,20,23,0,26.53,2.22,0
2022,3,21,0,0,26.33,2.18,0
2022,3,21,1,0,26.13,2.15,0
2022,3,21,2,0,25.98,2.11,0
2022,3,21,3,0,25.85,2.14,0
2022,3,21,4,0,25.74,2.09,0
2022,3,21,5,0,25.63,2.08,0
2022,3,21,6,19.02,25.89,2,29.3
2022,3,21,7,124.93,27.03,2.07,212.25
2022,3,21,8,286.24,28.44,1.98,468.77
2022,3,21,9,552.3,29.21,2.26,695.8
2022,3,21,10,626.8,29.42,2.57,877.1
2022,3,21,11,456.48,29.59,2.69,979.25
2022,3,21,12,632.74,29.68,2.69,1003.45
2022,3,21,13,531.73,29.83,2.5,942.73
2022,3,21,14,481.72,30.04,2.31,804.88
2022,3,21,15,376.35,30.13,2.19,602.65
2022,3,21,16,218.64,29.54,2.1,360.17
2022,3,21,17,69.55,28.65,2.03,118.5
2022,3,21,18,0,27.75,2.03,0
2022,3,21,19,0,27.48,2.13,0
2022,3,21,20,0,27.27,2.18,0
2022,3,21,21,0,27.1,2.22,0
2022,3,21,22,0,26.92,2.26,0
2022,3,21,23,0,26.73,2.28,0
2022,3,22,0,0,26.51,2.29,0
2022,3,22,1,0,26.27,2.42,0
2022,3,22,2,0,26.08,2.55,0
2022,3,22,3,0,25.93,2.63,0
2022,3,22,4,0,25.84,2.65,0
2022,3,22,5,0,25.8,2.57,0
2022,3,22,6,28.98,26.14,2.28,30.98
2022,3,22,7,194.02,27.27,2.42,219.65
2022,3,22,8,415.34,28,2.69,455.88
2022,3,22,9,544.22,28.56,2.73,672.5
2022,3,22,10,568.17,28.99,2.33,843.7
2022,3,22,11,590.5,29.26,1.81,947.02
2022,3,22,12,548.01,29.38,1.42,987.52
2022,3,22,13,464.25,29.37,1.12,910.4
2022,3,22,14,277.1,29.26,0.94,771.1
2022,3,22,15,267.16,29.34,0.84,579.3
2022,3,22,16,166.39,29.36,0.77,349.12
2022,3,22,17,82.73,28.69,0.9,120.35
2022,3,22,18,0,27.95,1.25,0
2022,3,22,19,0,27.66,1.55,0
2022,3,22,20,0,27.3,1.9,0
2022,3,22,21,0,26.94,2.18,0
2022,3,22,22,0,26.67,2.23,0
2022,3,22,23,0,26.51,2.02,0
2022,3,23,0,0,26.37,1.79,0
2022,3,23,1,0,26.12,1.84,0
2022,3,23,2,0,25.89,2.04,0
2022,3,23,3,0,25.76,2.29,0
2022,3,23,4,0,25.7,2.4,0
2022,3,23,5,0,25.69,2.43,0
2022,3,23,6,28.2,26.12,2.34,33.33
2022,3,23,7,178.55,27.38,2.59,236.08
2022,3,23,8,355.15,28.44,2.49,487.45
2022,3,23,9,614.16,29.02,2.42,718.88
2022,3,23,10,777.39,29.48,2.32,884.88
2022,3,23,11,808.65,30.01,2.04,983.52
2022,3,23,12,671.75,30.43,1.65,1002.8
2022,3,23,13,575.57,30.67,1.32,938.27
2022,3,23,14,170.21,30.69,1.16,797.75
2022,3,23,15,320.18,30.43,1.09,594.45
2022,3,23,16,217.66,30.05,1.04,351.88
2022,3,23,17,83.88,29.48,0.95,115.8
2022,3,23,18,0,28.67,1.01,0
2022,3,23,19,0,28.38,1.12,0
2022,3,23,20,0,28.12,1.27,0
2022,3,23,21,0,27.74,1.51,0
2022,3,23,22,0,27.35,1.76,0
2022,3,23,23,0,26.99,1.84,0
2022,3,24,0,0,26.73,1.83,0
2022,3,24,1,0,26.51,1.77,0
2022,3,24,2,0,26.24,1.78,0
2022,3,24,3,0,26.01,1.83,0
2022,3,24,4,0,25.81,1.87,0
2022,3,24,5,0,25.65,1.92,0
2022,3,24,6,34.63,25.97,1.9,31.75
2022,3,24,7,186.22,27.25,2.15,225.1
2022,3,24,8,411.92,28.51,2.09,454.25
2022,3,24,9,666.7,29.31,1.98,711.5
2022,3,24,10,865.2,30.06,1.79,889.12
2022,3,24,11,936.38,30.69,1.47,988.33
2022,3,24,12,936.77,31.18,1.21,1009.4
2022,3,24,13,847.16,31.3,1.11,944.55
2022,3,24,14,697.39,31.02,0.98,802.6
2022,3,24,15,519.79,30.83,0.81,596.7
2022,3,24,16,316.95,30.46,0.63,357.77
2022,3,24,17,105.36,29.84,0.57,116.9
2022,3,24,18,0,28.78,0.7,0
2022,3,24,19,0,28.25,1.11,0
2022,3,24,20,0,27.74,1.45,0
2022,3,24,21,0,27.27,1.74,0
2022,3,24,22,0,26.89,1.91,0
2022,3,24,23,0,26.58,1.97,0
2022,3,25,0,0,26.31,2.07,0
2022,3,25,1,0,26.06,2.17,0
2022,3,25,2,0,25.87,2.19,0
2022,3,25,3,0,25.75,2.18,0
2022,3,25,4,0,25.68,2.14,0
2022,3,25,5,0,25.6,2.15,0
2022,3,25,6,37.77,26.01,2.06,34.02
2022,3,25,7,249.24,27.09,2.46,243.52
2022,3,25,8,475.09,27.8,2.71,471.92
2022,3,25,9,699.8,28.6,2.89,705.58
2022,3,25,10,829.72,29.34,2.87,886.9
2022,3,25,11,917.51,29.99,2.68,984.75
2022,3,25,12,910.34,30.4,2.46,1005.85
2022,3,25,13,787.03,30.55,2.23,939.92
2022,3,25,14,625.99,30.44,2.12,805.85
2022,3,25,15,366.05,30.16,2.07,603.88
2022,3,25,16,223.96,29.74,2.1,360.1
2022,3,25,17,78.26,28.79,2.12,119.25
2022,3,25,18,0,27.78,2.12,0
2022,3,25,19,0,27.37,2.18,0
2022,3,25,20,0,27.03,2.23,0
2022,3,25,21,0,26.73,2.31,0
2022,3,25,22,0,26.44,2.36,0
2022,3,25,23,0,26.19,2.33,0
2022,3,26,0,0,25.99,2.26,0
2022,3,26,1,0,25.84,2.19,0
2022,3,26,2,0,25.73,2.04,0
2022,3,26,3,0,25.69,1.85,0
2022,3,26,4,0,25.58,1.83,0
2022,3,26,5,0,25.45,1.89,0
2022,3,26,6,39.59,25.74,1.83,36.1
2022,3,26,7,242.99,26.8,1.94,239.55
2022,3,26,8,474.98,27.98,1.82,482.67
2022,3,26,9,625.52,28.85,1.68,695.1
2022,3,26,10,813.6,29.37,1.52,889.73
2022,3,26,11,845.82,29.8,1.33,987.38
2022,3,26,12,879.28,30.04,1.29,985.15
2022,3,26,13,816.94,30.08,1.3,918.75
2022,3,26,14,533.34,30.15,1.26,777.77
2022,3,26,15,371.73,30.25,1.24,576.12
2022,3,26,16,236.89,29.81,1.24,337.67
2022,3,26,17,76.38,29.12,1.15,105.65
2022,3,26,18,0,28.58,0.9,0
2022,3,26,19,0,28.31,0.72,0
2022,3,26,20,0,27.98,0.81,0
2022,3,26,21,0,27.59,1.07,0
2022,3,26,22,0,27.19,1.34,0
2022,3,26,23,0,26.87,1.42,0
2022,3,27,0,0,26.62,1.38,0
2022,3,27,1,0,26.42,1.34,0
2022,3,27,2,0,26.16,1.47,0
2022,3,27,3,0,25.9,1.66,0
2022,3,27,4,0,25.74,1.74,0
2022,3,27,5,0,25.66,1.7,0
2022,3,27,6,37.49,25.87,1.51,34
2022,3,27,7,239.54,26.9,1.42,236.8
2022,3,27,8,471.28,28.15,1.52,466.75
2022,3,27,9,690.66,28.86,1.82,692.83
2022,3,27,10,826.44,29.52,1.97,864.15
2022,3,27,11,878.23,30.16,2.05,964.52
2022,3,27,12,910.23,30.59,2.14,994.95
2022,3,27,13,881.3,30.74,2.18,929.5
2022,3,27,14,745.8,30.66,2.1,788.17
2022,3,27,15,377.45,30.58,1.85,584.4
2022,3,27,16,214.04,30.29,1.65,341.65
2022,3,27,17,49.94,29.44,1.59,105.52
2022,3,27,18,0,28.37,1.51,0
2022,3,27,19,0,27.85,1.8,0
2022,3,27,20,0,27.37,2.11,0
2022,3,27,21,0,26.95,2.3,0
2022,3,27,22,0,26.62,2.25,0
2022,3,27,23,0,26.4,2.02,0
2022,3,28,0,0,26.31,1.77,0
2022,3,28,1,0,26.32,1.53,0
2022,3,28,2,0,26.26,1.48,0
2022,3,28,3,0,26.14,1.54,0
2022,3,28,4,0,25.94,1.7,0
2022,3,28,5,0,25.69,1.89,0
2022,3,28,6,37.25,25.94,1.92,33.65
2022,3,28,7,240.48,26.99,2.3,234.85
2022,3,28,8,470.29,28.25,2.61,467.88
2022,3,28,9,657.39,29.03,3.1,686.35
2022,3,28,10,839.09,29.67,3.34,876.55
2022,3,28,11,858.59,30.19,3.3,973.48
2022,3,28,12,875.86,30.58,3.11,995.67
2022,3,28,13,803.98,30.76,2.88,931.1
2022,3,28,14,463.62,30.69,2.63,789.02
2022,3,28,15,288.66,30.32,2.29,581.67
2022,3,28,16,78.36,29.87,1.85,339.45
2022,3,28,17,23.85,29.08,1.55,106.42
2022,3,28,18,0,28.24,1.21,0
2022,3,28,19,0,27.94,1.1,0
2022,3,28,20,0,27.64,1.14,0
2022,3,28,21,0,27.35,1.24,0
2022,3,28,22,0,27.11,1.5,0
2022,3,28,23,0,26.91,1.83,0
2022,3,29,0,0,26.73,2.02,0
2022,3,29,1,0,26.56,2.13,0
2022,3,29,2,0,26.43,2.18,0
2022,3,29,3,0,26.32,2.17,0
2022,3,29,4,0,26.24,2.17,0
2022,3,29,5,0,26.17,2.12,0
2022,3,29,6,37.91,26.44,1.99,34.5
2022,3,29,7,220.26,27.44,2.2,222.08
2022,3,29,8,432.98,28.47,2.35,451.55
2022,3,29,9,649.93,29.04,2.53,676.4
2022,3,29,10,809.45,29.64,2.5,830.3
2022,3,29,11,832.75,30.07,2.28,904.58
2022,3,29,12,899.45,30.23,2.18,999.65
2022,3,29,13,750.91,30.22,2.07,923.62
2022,3,29,14,519.92,30.12,1.85,780.35
2022,3,29,15,307.27,29.69,1.67,578.95
2022,3,29,16,109.58,29.15,1.68,342
2022,3,29,17,42.32,28.36,1.85,106.8
2022,3,29,18,0,27.5,1.86,0
2022,3,29,19,0,27.12,2.17,0
2022,3,29,20,0,26.81,2.56,0
2022,3,29,21,0,26.53,2.84,0
2022,3,29,22,0,26.28,2.88,0
2022,3,29,23,0,26.12,2.78,0
2022,3,30,0,0,25.99,2.67,0
2022,3,30,1,0,25.9,2.52,0
2022,3,30,2,0,25.85,2.39,0
2022,3,30,3,0,25.85,2.28,0
2022,3,30,4,0,25.86,2.18,0
2022,3,30,5,0,25.85,2.12,0
2022,3,30,6,41.02,26.13,1.93,38.42
2022,3,30,7,251.66,27.09,2.08,245.02
2022,3,30,8,492.88,27.97,2.3,487.9
2022,3,30,9,720.52,28.71,2.58,721.7
2022,3,30,10,856.82,29.27,2.6,886
2022,3,30,11,900.46,29.65,2.48,979.05
2022,3,30,12,891.07,29.93,2.29,999.38
2022,3,30,13,842.34,30.14,2.05,929.17
2022,3,30,14,633.88,30.27,1.79,783.08
2022,3,30,15,426.26,30.19,1.62,576.25
2022,3,30,16,249.42,30.01,1.22,329.52
2022,3,30,17,81.52,29.55,0.85,98.7
2022,3,30,18,0,28.71,0.44,0
2022,3,30,19,0,28.48,0.69,0
2022,3,30,20,0,28.08,1.22,0
2022,3,30,21,0,27.62,1.75,0
2022,3,30,22,0,27.26,2.12,0
2022,3,30,23,0,27,2.3,0
2022,3,31,0,0,26.78,2.3,0
2022,3,31,1,0,26.61,2.13,0
2022,3,31,2,0,26.49,1.89,0
2022,3,31,3,0,26.49,1.67,0
2022,3,31,4,0,26.5,1.48,0
2022,3,31,5,0,26.46,1.35,0
2022,3,31,6,36.84,26.59,1.15,35.6
2022,3,31,7,222.82,27.45,0.85,221.67
2022,3,31,8,470.5,28.52,0.41,467.23
2022,3,31,9,559.59,29.75,0.64,650.08
2022,3,31,10,651.11,30.1,1.27,819.17
2022,3,31,11,679.01,30.01,1.99,947.85
2022,3,31,12,569.82,30,2.58,995.38
2022,3,31,13,192.96,30.08,3.08,928.58
2022,3,31,14,196.17,29.55,3.36,786.25
2022,3,31,15,217.41,29.21,3.51,583.25
2022,3,31,16,187.86,28.65,3.3,339.2
2022,3,31,17,71.61,27.85,2.79,103
2022,3,31,18,0,26.99,2.36,0
2022,3,31,19,0,26.77,2.31,0
2022,3,31,20,0,26.58,2.24,0
2022,3,31,21,0,26.42,2.2,0
2022,3,31,22,0,26.26,2.19,0
2022,3,31,23,0,26.1,2.28,0
2022,4,1,0,0,25.94,2.44,0
2022,4,1,1,0,25.83,2.59,0
2022,4,1,2,0,25.74,2.67,0
2022,4,1,3,0,25.67,2.69,0
2022,4,1,4,0,25.62,2.64,0
2022,4,1,5,0,25.58,2.57,0
2022,4,1,6,43.82,26.02,2.38,41.62
2022,4,1,7,253.5,27.17,2.46,248.5
2022,4,1,8,472.05,27.93,2.39,478.27
2022,4,1,9,630.48,28.65,2.39,710.98
2022,4,1,10,759.82,29.36,2.36,873.83
2022,4,1,11,873.38,30.09,2.25,962.33
2022,4,1,12,882.34,30.58,2.12,966.92
2022,4,1,13,837.11,30.91,1.99,891.75
2022,4,1,14,674.66,30.85,1.84,748.98
2022,4,1,15,449.23,30.77,1.64,541.25
2022,4,1,16,258.19,30.62,1.41,305.42
2022,4,1,17,79.36,29.78,1.19,88
2022,4,1,18,0,29.06,0.89,0
2022,4,1,19,0,28.87,0.66,0
2022,4,1,20,0,28.6,0.5,0
2022,4,1,21,0,28.26,0.54,0
2022,4,1,22,0,27.91,0.71,0
2022,4,1,23,0,27.59,0.88,0
2022,4,2,0,0,27.26,1,0
2022,4,2,1,0,26.96,1.1,0
2022,4,2,2,0,26.75,1.14,0
2022,4,2,3,0,26.58,1.18,0
2022,4,2,4,0,26.44,1.18,0
2022,4,2,5,0,26.34,1.18,0
2022,4,2,6,32.51,26.46,1.17,34.45
2022,4,2,7,177.26,27.35,1.2,217.52
2022,4,2,8,332.41,28.37,1.01,445.73
2022,4,2,9,530.06,28.85,1.27,666.9
2022,4,2,10,614.82,29.5,1.75,861.23
2022,4,2,11,806.54,29.83,2.11,956.83
2022,4,2,12,768.65,29.88,2.31,978.58
2022,4,2,13,740.04,29.9,2.3,910.8
2022,4,2,14,398.16,29.95,2.23,771.4
2022,4,2,15,144.28,30.01,2.06,569.5
2022,4,2,16,96.83,29.55,1.96,328.9
2022,4,2,17,34.25,28.85,1.66,97.62
2022,4,2,18,0,28.33,1.34,0
2022,4,2,19,0,28.26,1.13,0
2022,4,2,20,0,28.14,0.91,0
2022,4,2,21,0,27.99,0.77,0
2022,4,2,22,0,27.72,0.87,0
2022,4,2,23,0,27.34,1.13,0
2022,4,3,0,0,27.05,1.31,0
2022,4,3,1,0,26.81,1.32,0
2022,4,3,2,0,26.62,1.26,0
2022,4,3,3,0,26.48,1.22,0
2022,4,3,4,0,26.33,1.23,0
2022,4,3,5,0,26.18,1.33,0
2022,4,3,6,26.41,26.13,1.47,39.15
2022,4,3,7,141.82,26.9,1.72,232.62
2022,4,3,8,297.64,27.96,2.05,455.4
2022,4,3,9,448.88,28.65,2.41,669.83
2022,4,3,10,513.08,28.94,2.58,815.85
2022,4,3,11,641.73,29.18,2.57,902.08
2022,4,3,12,535.5,29.35,2.5,980.65
2022,4,3,13,367.11,29.45,2.46,911.25
2022,4,3,14,360.54,29.4,2.49,770.33
2022,4,3,15,144.45,29.24,2.57,565.38
2022,4,3,16,89.48,28.81,2.5,322.33
2022,4,3,17,40.82,27.94,2.23,94
2022,4,3,18,0,27.19,1.87,0
2022,4,3,19,0,26.97,1.76,0
2022,4,3,20,0,26.78,1.76,0
2022,4,3,21,0,26.59,1.77,0
2022,4,3,22,0,26.41,1.81,0
2022,4,3,23,0,26.19,1.87,0
2022,4,4,0,0,25.92,1.91,0
2022,4,4,1,0,25.66,1.97,0
2022,4,4,2,0,25.42,2.08,0
2022,4,4,3,0,25.26,2.14,0
2022,4,4,4,0,25.17,2.13,0
2022,4,4,5,0,25.13,2.07,0
2022,4,4,6,39.76,25.38,2.01,39.17
2022,4,4,7,222.88,26.26,2.26,224.67
2022,4,4,8,456.7,27.17,2.28,466.25
2022,4,4,9,659.38,27.94,2.26,710.4
2022,4,4,10,847.74,28.65,2,876.7
2022,4,4,11,865.16,29.33,1.66,971.5
2022,4,4,12,855.48,29.69,1.47,991.4
2022,4,4,13,802.48,29.83,1.41,924.8
2022,4,4,14,645.67,29.8,1.31,782.1
2022,4,4,15,401.4,29.68,1.08,576.95
2022,4,4,16,234.07,29.52,0.91,334.02
2022,4,4,17,51.17,28.8,0.98,100.23
2022,4,4,18,0,27.93,1.23,0
2022,4,4,19,0,27.5,1.63,0
2022,4,4,20,0,27.16,1.95,0
2022,4,4,21,0,26.88,2.27,0
2022,4,4,22,0,26.58,2.55,0
2022,4,4,23,0,26.29,2.69,0
2022,4,5,0,0,25.98,2.73,0
2022,4,5,1,0,25.7,2.73,0
2022,4,5,2,0,25.5,2.74,0
2022,4,5,3,0,25.33,2.75,0
2022,4,5,4,0,25.22,2.73,0
2022,4,5,5,0,25.15,2.7,0
2022,4,5,6,38.23,25.62,2.66,38.8
2022,4,5,7,205.15,26.64,3.09,224.23
2022,4,5,8,364.48,27.4,3.27,455.15
2022,4,5,9,435.27,28.13,3.31,651.75
2022,4,5,10,431.5,28.63,3.23,781.98
2022,4,5,11,393.36,28.93,3.14,872
2022,4,5,12,372.16,29.1,3.08,897.8
2022,4,5,13,415.27,29.12,3.04,836.2
2022,4,5,14,479.45,28.97,3.06,692.2
2022,4,5,15,351.95,28.64,2.99,492.55
2022,4,5,16,195.3,28.14,2.8,266.08
2022,4,5,17,56.99,27.46,2.53,77.08
2022,4,5,18,0,26.78,2.5,0
2022,4,5,19,0,26.49,2.68,0
2022,4,5,20,0,26.24,2.79,0
2022,4,5,21,0,26.04,2.86,0
2022,4,5,22,0,25.86,2.83,0
2022,4,5,23,0,25.65,2.62,0
2022,4,6,0,0,25.5,2.36,0
2022,4,6,1,0,25.38,2.06,0
2022,4,6,2,0,25.14,2.09,0
2022,4,6,3,0,25.01,2.48,0
2022,4,6,4,0,24.94,2.79,0
2022,4,6,5,0,24.92,2.9,0
2022,4,6,6,39.59,25.27,2.92,39.23
2022,4,6,7,200.47,26.08,3.13,223.83
2022,4,6,8,408.81,26.74,2.97,448.17
2022,4,6,9,626.61,27.47,2.91,673.75
2022,4,6,10,747.04,28.15,2.74,841.88
2022,4,6,11,803.12,28.81,2.56,939.27
2022,4,6,12,870.08,29.22,2.33,973.9
2022,4,6,13,770.03,29.36,2.12,901.95
2022,4,6,14,483.59,29.33,1.9,752.4
2022,4,6,15,257.88,29.33,1.6,547.9
2022,4,6,16,71.84,29.22,1.45,310.08
2022,4,6,17,26.27,28.28,1.43,87.1
2022,4,6,18,0,27.33,1.44,0
2022,4,6,19,0,26.95,1.74,0
2022,4,6,20,0,26.69,1.87,0
2022,4,6,21,0,26.48,1.96,0
2022,4,6,22,0,26.26,2.14,0
2022,4,6,23,0,26.05,2.27,0
2022,4,7,0,0,25.84,2.32,0
2022,4,7,1,0,25.68,2.34,0
2022,4,7,2,0,25.54,2.41,0
2022,4,7,3,0,25.41,2.59,0
2022,4,7,4,0,25.27,2.61,0
2022,4,7,5,0,25.15,2.45,0
2022,4,7,6,23.39,25.26,2.28,37.12
2022,4,7,7,91.39,25.8,2.37,214.33
2022,4,7,8,226.93,26.4,2.44,439.33
2022,4,7,9,374.42,26.91,2.75,646.83
2022,4,7,10,491.8,27.18,2.84,807.62
2022,4,7,11,498.55,27.44,2.83,904.6
2022,4,7,12,174.01,27.62,2.81,956.67
2022,4,7,13,182.53,27.69,2.71,887.2
2022,4,7,14,239.68,27.61,2.58,738.5
2022,4,7,15,152.87,27.45,2.41,528
2022,4,7,16,105.55,27.28,2.06,291.35
2022,4,7,17,26.13,26.78,1.7,81.38
2022,4,7,18,0,26.46,1.3,0
2022,4,7,19,0,26.6,1.1,0
2022,4,7,20,0,26.57,1.07,0
2022,4,7,21,0,26.37,1.26,0
2022,4,7,22,0,26.04,1.57,0
2022,4,7,23,0,25.73,1.85,0
2022,4,8,0,0,25.46,2,0
2022,4,8,1,0,25.27,2.06,0
2022,4,8,2,0,25.12,2.06,0
2022,4,8,3,0,25.01,2.04,0
2022,4,8,4,0,24.91,2.06,0
2022,4,8,5,0,24.84,2.14,0
2022,4,8,6,42.83,25.22,2.2,43.12
2022,4,8,7,241.36,26.12,2.43,251.77
2022,4,8,8,490.5,27.32,2.42,496.1
2022,4,8,9,713.83,28.12,2.57,718.7
2022,4,8,10,851.48,28.8,2.51,878.83
2022,4,8,11,844.76,29.28,2.37,968.08
2022,4,8,12,830.81,29.62,2.26,998.73
2022,4,8,13,769.95,29.77,2.2,930.42
2022,4,8,14,551.76,29.8,2.09,788.62
2022,4,8,15,315.7,29.63,1.82,584.7
2022,4,8,16,186.5,29.48,1.41,340.3
2022,4,8,17,36.51,28.87,1.15,100.8
2022,4,8,18,0,27.98,0.83,0
2022,4,8,19,0,27.62,0.97,0
2022,4,8,20,0,27.17,1.43,0
2022,4,8,21,0,26.76,1.9,0
2022,4,8,22,0,26.46,2.28,0
2022,4,8,23,0,26.25,2.59,0
2022,4,9,0,0,26.05,2.72,0
2022,4,9,1,0,25.86,2.7,0
2022,4,9,2,0,25.71,2.6,0
2022,4,9,3,0,25.55,2.49,0
2022,4,9,4,0,25.4,2.3,0
2022,4,9,5,0,25.26,2.07,0
2022,4,9,6,26.85,25.52,1.75,42.23
2022,4,9,7,132.3,26.37,1.73,228.75
2022,4,9,8,288.23,27.38,1.88,472.77
2022,4,9,9,334.79,27.75,2.48,682.3
2022,4,9,10,432.48,28.06,2.66,834.12
2022,4,9,11,466.98,28.52,2.46,940.75
2022,4,9,12,497.76,28.86,2.17,961.1
2022,4,9,13,527.88,28.98,1.83,889.58
2022,4,9,14,517.7,28.92,1.66,746.62
2022,4,9,15,406.99,28.65,1.65,548.88
2022,4,9,16,241.12,28.34,1.46,313.73
2022,4,9,17,50.94,27.83,0.98,90.05
2022,4,9,18,0,27.17,0.32,0
2022,4,9,19,0,27.15,0.42,0
2022,4,9,20,0,26.88,0.94,0
2022,4,9,21,0,26.62,1.27,0
2022,4,9,22,0,26.42,1.39,0
2022,4,9,23,0,26.25,1.32,0
2022,4,10,0,0,26.05,1.24,0
2022,4,10,1,0,25.86,1.28,0
2022,4,10,2,0,25.66,1.41,0
2022,4,10,3,0,25.46,1.57,0
2022,4,10,4,0,25.33,1.7,0
2022,4,10,5,0,25.28,1.76,0
2022,4,10,6,42.02,25.65,1.65,40.12
2022,4,10,7,227.75,26.83,1.65,226.85
2022,4,10,8,480.55,28.02,1.26,480.4
2022,4,10,9,683.09,28.55,0.8,713.35
2022,4,10,10,776.44,29.19,0.55,876.62
2022,4,10,11,788.88,29.65,0.58,963.7
2022,4,10,12,668.73,29.83,0.7,942.92
2022,4,10,13,350.22,29.83,0.81,870.42
2022,4,10,14,153.95,29.67,0.88,725.55
2022,4,10,15,74.16,29.4,0.91,522.45
2022,4,10,16,47.11,29.22,0.95,287.9
2022,4,10,17,30.99,28.55,1.13,78.77
2022,4,10,18,0,27.65,1.17,0
2022,4,10,19,0,27.36,1.16,0
2022,4,10,20,0,27.15,1.15,0
2022,4,10,21,0,26.9,1.39,0
2022,4,10,22,0,26.65,1.8,0
2022,4,10,23,0,26.44,2.09,0
2022,4,11,0,0,26.3,2.21,0
2022,4,11,1,0,26.18,2.21,0
2022,4,11,2,0,26.05,2.14,0
2022,4,11,3,0,25.93,2.14,0
2022,4,11,4,0,25.87,2.08,0
2022,4,11,5,0,25.85,1.94,0
2022,4,11,6,35.44,26.2,1.66,40.12
2022,4,11,7,151.14,27.38,1.5,226.02
2022,4,11,8,320.58,28.94,1,453.9
2022,4,11,9,434.41,30.14,0.48,668.05
2022,4,11,10,564.09,30.19,0.98,819.27
2022,4,11,11,384.31,30.26,1.54,907.17
2022,4,11,12,280.67,29.98,1.86,964.75
2022,4,11,13,274.23,29.78,1.88,898.4
2022,4,11,14,173.77,29.57,1.7,759.02
2022,4,11,15,155.58,29.19,1.45,557.65
2022,4,11,16,108.15,29.11,1.14,319.3
2022,4,11,17,29.23,28.21,0.85,91.77
2022,4,11,18,0,27.65,0.71,0
2022,4,11,19,0,27.44,0.69,0
2022,4,11,20,0,27.29,0.77,0
2022,4,11,21,0,27.12,0.94,0
2022,4,11,22,0,26.98,1.06,0
2022,4,11,23,0,26.85,1.12,0
2022,4,12,0,0,26.69,1.14,0
2022,4,12,1,0,26.54,1.15,0
2022,4,12,2,0,26.45,1.11,0
2022,4,12,3,0,26.47,1.01,0
2022,4,12,4,0,26.38,0.93,0
2022,4,12,5,0,26.23,0.94,0
2022,4,12,6,33.68,26.36,0.96,41.8
2022,4,12,7,185.16,27.93,0.87,228.98
2022,4,12,8,358.61,30.23,0.67,466.92
2022,4,12,9,583.02,30.55,0.52,713.17
2022,4,12,10,759.86,30.98,0.73,874.3
2022,4,12,11,808.39,31.4,1.17,961.3
2022,4,12,12,831.67,31.55,1.63,974.52
2022,4,12,13,764.78,31.48,2.03,904.2
2022,4,12,14,517.39,31.23,2.36,761.08
2022,4,12,15,357.58,30.76,2.53,558.15
2022,4,12,16,200.17,30.56,2.33,318.25
2022,4,12,17,53.38,29.62,1.99,89.15
2022,4,12,18,0,28.66,1.4,0
2022,4,12,19,0,28.58,1.03,0
2022,4,12,20,0,28.51,0.71,0
2022,4,12,21,0,28.38,0.54,0
2022,4,12,22,0,28.17,0.63,0
2022,4,12,23,0,27.87,0.85,0
2022,4,13,0,0,27.51,0.99,0
2022,4,13,1,0,27.23,1.02,0
2022,4,13,2,0,27.05,0.92,0
2022,4,13,3,0,26.9,0.77,0
2022,4,13,4,0,26.86,0.61,0
2022,4,13,5,0,26.88,0.55,0
2022,4,13,6,40.44,26.98,0.49,42.27
2022,4,13,7,210.94,27.93,0.52,230.17
