YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,CLRSKY_SFC_SW_DWN
2022,1,1,0,0,25.08,3.87,0
2022,1,1,1,0,25.07,3.98,0
2022,1,1,2,0,25.04,3.85,0
2022,1,1,3,0,25.02,3.62,0
2022,1,1,4,0,24.98,3.38,0
2022,1,1,5,0,24.92,3.21,0
2022,1,1,6,21.98,25.08,3.23,31.77
2022,1,1,7,120.48,25.72,3.88,206.62
2022,1,1,8,259.09,26.22,4.1,425.6
2022,1,1,9,388.12,26.64,4.3,612
2022,1,1,10,516.83,26.95,4.21,758.95
2022,1,1,11,459.78,27.12,3.83,840
2022,1,1,12,304.09,27.12,3.35,894.38
2022,1,1,13,250.67,27.05,2.83,820.77
2022,1,1,14,242.14,26.82,2.37,690.9
2022,1,1,15,179.69,26.51,2.28,499.95
2022,1,1,16,116.65,26.13,2.32,279.1
2022,1,1,17,34.44,25.74,2.45,77.4
2022,1,1,18,0,25.33,2.72,0
2022,1,1,19,0,25.15,3.17,0
2022,1,1,20,0,25.01,3.38,0
2022,1,1,21,0,24.84,3.33,0
2022,1,1,22,0,24.7,3.24,0
2022,1,1,23,0,24.58,3.13,0
2022,1,2,0,0,24.45,2.91,0
2022,1,2,1,0,24.33,2.68,0
2022,1,2,2,0,24.26,2.51,0
2022,1,2,3,0,24.21,2.39,0
2022,1,2,4,0,24.17,2.17,0
2022,1,2,5,0,24.21,2.02,0
2022,1,2,6,14.77,24.51,1.84,30.05
2022,1,2,7,28.2,25.36,1.96,199.48
2022,1,2,8,42.28,26.29,1.93,413.15
2022,1,2,9,52.74,27.13,1.71,618.55
2022,1,2,10,62.02,27.62,1.45,781.92
2022,1,2,11,71.32,27.86,1.34,865
2022,1,2,12,86.62,28.03,1.4,887.55
2022,1,2,13,75.79,28.13,1.6,830.23
2022,1,2,14,63.91,27.98,1.91,712.33
2022,1,2,15,50.23,27.54,2.17,524.15
2022,1,2,16,31.96,27.07,2.3,301.7
2022,1,2,17,28.52,26.48,2.19,84.55
2022,1,2,18,0,25.88,2.22,0
2022,1,2,19,0,25.6,2.65,0
2022,1,2,20,0,25.37,3.07,0
2022,1,2,21,0,25.16,3.42,0
2022,1,2,22,0,24.96,3.44,0
2022,1,2,23,0,24.77,3.35,0
2022,1,3,0,0,24.64,3.49,0
2022,1,3,1,0,24.52,3.73,0
2022,1,3,2,0,24.43,4.02,0
2022,1,3,3,0,24.36,4.33,0
2022,1,3,4,0,24.28,4.32,0
2022,1,3,5,0,24.22,4,0
2022,1,3,6,22.48,24.37,3.76,30.25
2022,1,3,7,93.19,24.88,3.68,207.05
2022,1,3,8,216.62,25.33,3.4,432
2022,1,3,9,398.7,25.86,3.51,630.7
2022,1,3,10,495.09,26.3,3.65,774.3
2022,1,3,11,560.32,26.69,3.47,866.7
2022,1,3,12,587.21,27.06,3.33,926.2
2022,1,3,13,556.46,27.3,3.32,858.62
2022,1,3,14,402.13,27.37,3.21,722.55
2022,1,3,15,325.68,27.21,2.77,523.9
2022,1,3,16,191.22,26.92,2.45,296.62
2022,1,3,17,69.4,26.4,2.28,80.05
2022,1,3,18,0,25.73,2.3,0
2022,1,3,19,0,25.45,2.53,0
2022,1,3,20,0,25.2,2.74,0
2022,1,3,21,0,24.92,2.89,0
2022,1,3,22,0,24.67,3.01,0
2022,1,3,23,0,24.45,3.13,0
2022,1,4,0,0,24.28,3.17,0
2022,1,4,1,0,24.15,3.1,0
2022,1,4,2,0,24.06,3.05,0
2022,1,4,3,0,24.05,3.14,0
2022,1,4,4,0,24.08,3.21,0
2022,1,4,5,0,24.08,3.16,0
2022,1,4,6,22.2,24.53,3.13,29.75
2022,1,4,7,154.19,25.57,3.59,204.52
2022,1,4,8,311.65,26.51,3.93,434.83
2022,1,4,9,429.32,27.29,4.12,637.48
2022,1,4,10,531.91,27.97,3.99,790.5
2022,1,4,11,551.84,28.56,3.67,872.23
2022,1,4,12,521.89,28.94,3.23,914.92
2022,1,4,13,540.44,29.02,2.82,850.17
2022,1,4,14,460.83,28.78,2.35,713.9
2022,1,4,15,293.64,28.26,1.88,518.48
2022,1,4,16,129.32,27.63,1.89,298.83
2022,1,4,17,47.93,26.98,2.03,82.83
2022,1,4,18,0,26.42,2.41,0
2022,1,4,19,0,26.15,2.85,0
2022,1,4,20,0,25.9,3.24,0
2022,1,4,21,0,25.68,3.52,0
2022,1,4,22,0,25.48,3.6,0
2022,1,4,23,0,25.29,3.46,0
2022,1,5,0,0,25.15,3.23,0
2022,1,5,1,0,25.04,3.2,0
2022,1,5,2,0,24.95,3.4,0
2022,1,5,3,0,24.87,3.58,0
2022,1,5,4,0,24.78,3.51,0
2022,1,5,5,0,24.7,3.37,0
2022,1,5,6,22.64,24.92,3.25,29.15
2022,1,5,7,160.77,25.76,3.55,201.02
2022,1,5,8,366.42,26.56,3.96,424.48
2022,1,5,9,580.51,27.22,4.28,630.75
2022,1,5,10,753.52,27.81,4.2,772.25
2022,1,5,11,839.92,28.17,4,847.83
2022,1,5,12,865.81,28.44,3.79,926.48
2022,1,5,13,772.47,28.51,3.44,862.25
2022,1,5,14,596.12,28.47,3,728.27
2022,1,5,15,434.63,28.3,2.74,538.58
2022,1,5,16,226.26,27.86,2.75,315.23
2022,1,5,17,69.78,27.23,2.46,93.55
2022,1,5,18,0,26.64,2.51,0
2022,1,5,19,0,26.35,2.69,0
2022,1,5,20,0,26.1,2.78,0
2022,1,5,21,0,25.84,2.93,0
2022,1,5,22,0,25.58,3.04,0
2022,1,5,23,0,25.35,3.14,0
2022,1,6,0,0,25.17,3.34,0
2022,1,6,1,0,25.03,3.61,0
2022,1,6,2,0,24.9,3.76,0
2022,1,6,3,0,24.79,3.69,0
2022,1,6,4,0,24.73,3.56,0
2022,1,6,5,0,24.69,3.46,0
2022,1,6,6,33.28,24.94,3.42,30.2
2022,1,6,7,213.79,25.69,3.72,209.7
2022,1,6,8,425.33,26.35,3.81,420.75
2022,1,6,9,662.12,27.01,3.97,665.35
2022,1,6,10,732.56,27.62,4.07,772.77
2022,1,6,11,810.73,28.19,4.11,864.3
2022,1,6,12,851.74,28.57,3.97,933.85
2022,1,6,13,749.26,28.76,3.76,863.92
2022,1,6,14,634.39,28.59,3.45,727.77
2022,1,6,15,466.91,28.32,3.17,533.55
2022,1,6,16,276.62,27.89,3.1,307.27
2022,1,6,17,83.5,27.18,2.86,90.83
2022,1,6,18,0,26.48,2.83,0
2022,1,6,19,0,26.16,2.95,0
2022,1,6,20,0,25.87,3,0
2022,1,6,21,0,25.6,2.87,0
2022,1,6,22,0,25.37,2.87,0
2022,1,6,23,0,25.21,2.99,0
2022,1,9,0,0,25.21,3.27,0
2022,1,9,1,0,25.14,3.42,0
2022,1,9,2,0,25.1,3.69,0
2022,1,9,3,0,25.06,3.85,0
2022,1,9,4,0,25.01,3.83,0
2022,1,9,5,0,24.97,3.76,0
2022,1,9,6,29.91,25.12,3.73,26.15
2022,1,9,7,187.9,25.77,4.07,192.08
2022,1,9,8,364.63,26.47,4.29,409.27
2022,1,9,9,559.14,27.2,4.8,630.05
2022,1,9,10,686.24,27.93,5.17,788.73
2022,1,9,11,751.41,28.61,5.31,885.2
2022,1,9,12,760.34,29.05,5.31,927.55
2022,1,9,13,749.81,29.14,5.25,867.75
2022,1,9,14,640.02,28.96,5.15,732.5
2022,1,9,15,498.58,28.58,5.06,536.8
2022,1,9,16,298.57,27.98,4.87,309.27
2022,1,9,17,74.03,27.07,4.23,92.33
2022,1,9,18,0,26.08,3.69,0
2022,1,9,19,0,25.69,3.72,0
2022,1,9,20,0,25.43,3.8,0
2022,1,9,21,0,25.23,3.78,0
2022,1,9,22,0,25.05,3.82,0
2022,1,9,23,0,24.94,4.1,0
2022,1,10,0,0,24.8,4.3,0
2022,1,10,1,0,24.65,4.4,0
2022,1,10,2,0,24.53,4.47,0
2022,1,10,3,0,24.42,4.39,0
2022,1,10,4,0,24.31,4.12,0
2022,1,10,5,0,24.26,3.88,0
2022,1,10,6,28.67,24.56,4.2,27.33
2022,1,10,7,191.8,25.51,4.88,200.1
2022,1,10,8,392.42,26.63,5.45,393.6
2022,1,10,9,576.18,27.5,5.98,608.23
2022,1,10,10,753.83,28.19,6.06,793.75
2022,1,10,11,767.24,28.73,5.83,892.17
2022,1,10,12,749.66,29.05,5.56,907.67
2022,1,10,13,696.2,29.12,5.39,846.52
2022,1,10,14,592.91,28.92,5.31,712.3
2022,1,10,15,450.82,28.48,5.3,516.3
2022,1,10,16,275.11,27.73,5.04,288.88
2022,1,10,17,78.38,26.75,4.35,83.92
2022,1,10,18,0,25.7,3.98,0
2022,1,10,19,0,25.25,4.04,0
2022,1,10,20,0,24.9,4.03,0
2022,1,10,21,0,24.65,3.97,0
2022,1,10,22,0,24.42,3.85,0
2022,1,10,23,0,24.19,3.75,0
2022,1,11,0,0,24.01,3.71,0
2022,1,11,1,0,23.86,3.64,0
2022,1,11,2,0,23.73,3.58,0
2022,1,11,3,0,23.62,3.54,0
2022,1,11,4,0,23.58,3.59,0
2022,1,11,5,0,23.6,3.65,0
2022,1,11,6,25.21,24.05,3.88,22.35
2022,1,11,7,155.18,25.15,4.37,166.52
2022,1,11,8,330.27,26.23,4.77,354.52
2022,1,11,9,514.6,27.19,4.91,544.48
2022,1,11,10,640.03,28.01,4.89,701.42
2022,1,11,11,698.29,28.63,4.82,806.58
2022,1,11,12,773.35,28.94,4.7,935.12
2022,1,11,13,704.61,28.98,4.51,867.45
2022,1,11,14,649.82,28.79,4.31,726.1
2022,1,11,15,374.67,28.33,4.14,522.52
2022,1,11,16,211.07,27.71,3.9,291.33
2022,1,11,17,62.16,26.87,3.49,87.02
2022,1,11,18,0,25.93,3.32,0
2022,1,11,19,0,25.53,3.5,0
2022,1,11,20,0,25.23,3.55,0
2022,1,11,21,0,25.03,3.54,0
2022,1,11,22,0,24.85,3.47,0
2022,1,11,23,0,24.72,3.48,0
2022,1,12,0,0,24.65,3.58,0
2022,1,12,1,0,24.62,3.62,0
2022,1,12,2,0,24.57,3.58,0
2022,1,12,3,0,24.57,3.64,0
2022,1,12,4,0,24.56,3.65,0
2022,1,12,5,0,24.55,3.7,0
2022,1,12,6,24.73,24.78,3.87,24.85
2022,1,12,7,169.84,25.56,4.57,187.55
2022,1,12,8,364.72,26.4,5.01,427.12
2022,1,12,9,571.16,27.22,5.61,648.75
2022,1,12,10,683.34,27.83,5.85,808.9
2022,1,12,11,774.97,28.3,5.78,901.2
2022,1,12,12,809.17,28.55,5.63,936.67
2022,1,12,13,782.77,28.56,5.43,872.92
2022,1,12,14,638.23,28.33,5.34,735.55
2022,1,12,15,497.99,27.78,5.26,537.83
2022,1,12,16,283.9,27.07,5.13,304.3
2022,1,12,17,81.95,26.15,4.71,92.48
2022,1,12,18,0,25.33,4.34,0
2022,1,12,19,0,24.94,4.19,0
2022,1,12,20,0,24.67,4.04,0
2022,1,12,21,0,24.46,3.86,0
2022,1,12,22,0,24.26,3.78,0
2022,1,12,23,0,24.08,3.87,0
2022,1,13,0,0,23.95,4,0
2022,1,13,1,0,23.83,4.1,0
2022,1,13,2,0,23.71,4.1,0
2022,1,13,3,0,23.62,4.18,0
2022,1,13,4,0,23.58,4.25,0
2022,1,13,5,0,23.54,4.22,0
2022,1,13,6,28.82,23.84,4.36,25.42
2022,1,13,7,206.08,24.84,4.81,205.08
2022,1,13,8,435.6,25.98,5.07,431.17
2022,1,13,9,640.52,26.9,5.45,649
2022,1,13,10,797.23,27.58,5.46,813.25
2022,1,13,11,889.49,28.08,5.29,907.55
2022,1,13,12,892.73,28.4,5.04,953.77
2022,1,13,13,789.44,28.54,4.76,895.8
2022,1,13,14,714.48,28.46,4.51,761.4
2022,1,13,15,509.16,28.09,4.33,568.05
2022,1,13,16,309.51,27.46,4.16,336.38
2022,1,13,17,91.16,26.56,3.89,109.98
2022,1,13,18,0,25.65,3.89,0
2022,1,13,19,0,25.26,4.14,0
2022,1,13,20,0,25.01,4.26,0
2022,1,13,21,0,24.87,4.33,0
2022,1,13,22,0,24.71,4.34,0
2022,1,13,23,0,24.52,4.34,0
2022,1,14,0,0,24.34,4.36,0
2022,1,14,1,0,24.14,4.31,0
2022,1,14,2,0,23.94,4.24,0
2022,1,14,3,0,23.8,4.25,0
2022,1,14,4,0,23.72,4.28,0
2022,1,14,5,0,23.66,4.25,0
2022,1,14,6,26.43,23.9,4.39,22.3
2022,1,14,7,175.98,24.77,4.78,175.35
2022,1,14,8,378.34,25.83,5.37,384.6
2022,1,14,9,572.48,26.63,6.03,620.9
2022,1,14,10,738.79,27.15,6.24,796.42
2022,1,14,11,804.65,27.54,6.18,899.15
2022,1,14,12,827.35,27.75,6.02,937.73
2022,1,14,13,764.68,27.73,5.7,877.62
2022,1,14,14,624.37,27.54,5.43,741.2
2022,1,14,15,431.41,27.19,5.15,537
2022,1,14,16,243.87,26.61,4.67,301.15
2022,1,14,17,74.8,25.76,4.05,95.25
2022,1,14,18,0,24.95,3.78,0
2022,1,14,19,0,24.63,3.79,0
2022,1,14,20,0,24.4,3.69,0
2022,1,14,21,0,24.21,3.56,0
2022,1,14,22,0,24.06,3.49,0
2022,1,14,23,0,23.94,3.48,0
2022,1,15,0,0,23.81,3.45,0
2022,1,15,1,0,23.71,3.42,0
2022,1,15,2,0,23.63,3.43,0
2022,1,15,3,0,23.55,3.47,0
2022,1,15,4,0,23.51,3.62,0
2022,1,15,5,0,23.51,3.76,0
2022,1,15,6,22.74,23.84,4.03,23
2022,1,15,7,167.27,24.86,4.52,186.17
2022,1,15,8,391.95,26.04,5.02,416.23
2022,1,15,9,612.78,26.98,5.25,637.52
2022,1,15,10,795.48,27.69,5.01,805.98
2022,1,15,11,846.87,28.22,4.74,893.42
2022,1,15,12,853.72,28.5,4.59,950.77
2022,1,15,13,776.9,28.58,4.51,888.9
2022,1,15,14,605.41,28.37,4.45,752.65
2022,1,15,15,451.98,27.9,4.43,555.58
2022,1,15,16,258.41,27.26,4.27,322.65
2022,1,15,17,77.13,26.44,3.94,102.38
2022,1,15,18,0,25.55,3.57,0
2022,1,15,19,0,25.23,3.55,0
2022,1,15,20,0,25.04,3.55,0
2022,1,15,21,0,24.9,3.53,0
2022,1,15,22,0,24.77,3.51,0
2022,1,15,23,0,24.66,3.42,0
2022,1,16,0,0,24.55,3.41,0
2022,1,16,1,0,24.47,3.5,0
2022,1,16,2,0,24.42,3.65,0
2022,1,16,3,0,24.37,3.74,0
2022,1,16,4,0,24.37,3.74,0
2022,1,16,5,0,24.37,3.72,0
2022,1,16,6,27.25,24.67,3.79,23.45
2022,1,16,7,190.19,25.51,4.2,191.4
2022,1,16,8,421.99,26.36,4.48,424.48
2022,1,16,9,604.43,27.09,4.87,638.75
2022,1,16,10,740.09,27.71,5.03,798.7
2022,1,16,11,774.76,28.24,5.08,883.98
2022,1,16,12,720.91,28.6,5.03,933.15
2022,1,16,13,683.34,28.75,4.9,863.77
2022,1,16,14,527.05,28.71,4.72,729.12
2022,1,16,15,388.8,28.4,4.48,536.6
2022,1,16,16,222.61,27.83,4.19,311.3
2022,1,16,17,64.79,26.93,3.61,99.5
2022,1,16,18,0,26.01,3.32,0
2022,1,16,19,0,25.65,3.46,0
2022,1,16,20,0,25.39,3.54,0
2022,1,16,21,0,25.23,3.64,0
2022,1,16,22,0,25.11,3.74,0
2022,1,16,23,0,25.02,3.83,0
2022,1,17,0,0,24.92,3.87,0
2022,1,17,1,0,24.83,3.93,0
2022,1,17,2,0,24.75,3.94,0
2022,1,17,3,0,24.69,3.95,0
2022,1,17,4,0,24.64,3.99,0
2022,1,17,5,0,24.62,4.05,0
2022,1,17,6,27.93,24.87,4.19,24.2
2022,1,17,7,175.89,25.63,4.5,196.48
2022,1,17,8,371.78,26.37,4.7,407.15
2022,1,17,9,518.61,27.09,5.04,608.9
2022,1,17,10,584.76,27.78,5.1,755.12
2022,1,17,11,581.06,28.31,5.04,848.92
2022,1,17,12,618.65,28.57,5,921.27
2022,1,17,13,597.46,28.51,4.98,857.15
2022,1,17,14,503.53,28.18,4.88,719.52
2022,1,17,15,397.19,27.64,4.77,524.42
2022,1,17,16,231.8,26.99,4.6,312.48
2022,1,17,17,60.92,26.27,4.25,103.7
2022,1,17,18,0,25.59,3.98,0
2022,1,17,19,0,25.27,3.8,0
2022,1,17,20,0,25.08,3.72,0
2022,1,17,21,0,24.97,3.7,0
2022,1,17,22,0,24.81,3.83,0
2022,1,17,23,0,24.65,4.09,0
2022,1,18,0,0,24.51,4.48,0
2022,1,18,1,0,24.38,4.71,0
2022,1,18,2,0,24.26,4.83,0
2022,1,18,3,0,24.18,4.84,0
2022,1,18,4,0,24.16,4.82,0
2022,1,18,5,0,24.15,4.5,0
2022,1,18,6,24.76,24.4,4.13,23.45
2022,1,18,7,170.05,25.37,4.5,192.08
2022,1,18,8,376.62,26.47,5.17,413.15
2022,1,18,9,564.12,27.48,5.94,623.92
2022,1,18,10,712.55,28.28,6.23,791.6
2022,1,18,11,797.06,28.79,6.28,883.62
2022,1,18,12,846.84,29.03,6.14,935.6
2022,1,18,13,777.94,28.81,5.83,874.62
2022,1,18,14,580.2,28.19,5.34,742.17
2022,1,18,15,430.99,27.42,4.7,549.83
2022,1,18,16,240.99,26.79,4.04,319.95
2022,1,18,17,67.23,26.2,3.39,103.38
2022,1,18,18,0,25.62,3.17,0
2022,1,18,19,0,25.34,3.27,0
2022,1,18,20,0,25.1,3.35,0
2022,1,18,21,0,24.9,3.36,0
2022,1,18,22,0,24.73,3.4,0
2022,1,18,23,0,24.57,3.41,0
2022,1,19,0,0,24.44,3.42,0
2022,1,19,1,0,24.36,3.53,0
2022,1,19,2,0,24.34,3.8,0
2022,1,19,3,0,24.31,3.96,0
2022,1,19,4,0,24.28,3.95,0
2022,1,19,5,0,24.25,3.8,0
2022,1,19,6,24.04,24.58,3.86,21.62
2022,1,19,7,139.13,25.43,4.24,187.77
2022,1,19,8,318.16,26.2,4.39,422.27
2022,1,19,9,488.09,26.85,4.69,638.55
2022,1,19,10,638.52,27.41,4.81,797.55
2022,1,19,11,753.53,27.76,4.79,889.35
2022,1,19,12,778.51,27.87,4.69,935.62
2022,1,19,13,725.92,27.75,4.49,869.8
2022,1,19,14,563.84,27.31,4.19,722.7
2022,1,19,15,413.61,26.77,4.04,520.85
2022,1,19,16,227.68,26.22,3.81,293.05
2022,1,19,17,66.01,25.66,3.41,90.62
2022,1,19,18,0,25.18,3.38,0
2022,1,19,19,0,24.97,3.54,0
2022,1,19,20,0,24.79,3.43,0
2022,1,19,21,0,24.65,3.16,0
2022,1,19,22,0,24.53,3.05,0
2022,1,19,23,0,24.43,3.07,0
2022,1,20,0,0,24.35,3.12,0
2022,1,20,1,0,24.29,3.09,0
2022,1,20,2,0,24.21,3,0
2022,1,20,3,0,24.15,2.98,0
2022,1,20,4,0,24.11,2.9,0
2022,1,20,5,0,24.09,2.83,0
2022,1,20,6,21.14,24.32,2.79,18.55
2022,1,20,7,129.82,25.04,3.1,150.75
2022,1,20,8,301.28,25.65,3.19,354.35
2022,1,20,9,534.52,26.36,3.27,587.9
2022,1,20,10,702.31,26.92,3.37,780.7
2022,1,20,11,733.82,27.37,3.4,886.75
2022,1,20,12,815.05,27.89,3.36,937.45
2022,1,20,13,760.72,28.32,3.32,880.27
2022,1,20,14,682.05,28.48,3.3,748.2
2022,1,20,15,490.91,28.29,3.3,554.98
2022,1,20,16,288.11,27.75,3.06,322.48
2022,1,20,17,81.63,26.88,2.79,106.88
2022,1,20,18,0,25.8,2.73,0
2022,1,20,19,0,25.39,3.01,0
2022,1,20,20,0,25.05,3.16,0
2022,1,20,21,0,24.73,3.18,0
2022,1,20,22,0,24.45,3.17,0
2022,1,20,23,0,24.19,3.17,0
2022,1,21,0,0,23.94,3.16,0
2022,1,21,1,0,23.76,3.23,0
2022,1,21,2,0,23.68,3.34,0
2022,1,21,3,0,23.63,3.39,0
2022,1,21,4,0,23.57,3.42,0
2022,1,21,5,0,23.51,3.45,0
2022,1,21,6,25.8,24.04,3.63,22.48
2022,1,21,7,182.19,25.35,4.28,183.5
2022,1,21,8,425.79,26.53,4.65,430.8
2022,1,21,9,618.33,27.43,4.87,667.02
2022,1,21,10,765.83,28.18,4.88,832.7
2022,1,21,11,836.88,28.81,4.83,929.83
2022,1,21,12,777.71,29.25,4.75,935.45
2022,1,21,13,730.56,29.4,4.61,876.08
2022,1,21,14,674.5,29.27,4.45,743.52
2022,1,21,15,505.3,28.94,4.34,551.88
2022,1,21,16,296.09,28.26,4.17,322.83
2022,1,21,17,89.6,27.16,3.8,107.8
2022,1,21,18,0,25.88,3.58,0
2022,1,21,19,0,25.33,3.71,0
2022,1,21,20,0,24.91,3.67,0
2022,1,21,21,0,24.61,3.57,0
2022,1,21,22,0,24.37,3.46,0
2022,1,21,23,0,24.19,3.47,0
2022,1,22,0,0,24.08,3.57,0
2022,1,22,1,0,24.06,3.68,0
2022,1,22,2,0,24.02,3.74,0
2022,1,22,3,0,23.98,3.83,0
2022,1,22,4,0,23.96,3.87,0
2022,1,22,5,0,23.95,3.77,0
2022,1,22,6,21.87,24.37,3.81,20.2
2022,1,22,7,117.98,25.55,4.23,165.95
2022,1,22,8,260.3,26.66,4.29,390.77
2022,1,22,9,469.13,27.58,4.05,643.33
2022,1,22,10,664.3,28.34,3.69,814.35
2022,1,22,11,769.8,28.93,3.31,912.48
2022,1,22,12,775.9,29.36,2.93,934.33
2022,1,22,13,707.83,29.55,2.59,877.75
2022,1,22,14,614.54,29.55,2.29,743.77
2022,1,22,15,480.98,29.32,2.01,550.67
2022,1,22,16,290.08,28.8,1.79,323.98
2022,1,22,17,97.62,27.89,1.83,108.1
2022,1,22,18,0,26.65,1.89,0
2022,1,22,19,0,26.12,2.21,0
2022,1,22,20,0,25.67,2.48,0
2022,1,22,21,0,25.28,2.63,0
2022,1,22,22,0,24.94,2.62,0
2022,1,22,23,0,24.63,2.57,0
2022,1,23,0,0,24.38,2.57,0
2022,1,23,1,0,24.17,2.62,0
2022,1,23,2,0,24.01,2.67,0
2022,1,23,3,0,23.84,2.71,0
2022,1,23,4,0,23.69,2.66,0
2022,1,23,5,0,23.55,2.56,0
2022,1,23,6,23.71,24.08,2.55,19.38
2022,1,23,7,174,25.43,3.03,171.9
2022,1,23,8,374.01,26.56,3.05,369.02
2022,1,23,9,607.52,27.65,2.88,612.85
2022,1,23,10,752.05,28.64,2.63,788.67
2022,1,23,11,828.73,29.41,2.42,894.42
2022,1,23,12,828.09,29.89,2.38,944.83
2022,1,23,13,804.24,30.02,2.4,889.73
2022,1,23,14,705.91,29.82,2.5,754.85
2022,1,23,15,467.48,29.34,2.71,557.27
2022,1,23,16,293.16,28.64,2.93,325.98
2022,1,23,17,101.76,27.48,3.01,109.05
2022,1,23,18,0,26.17,3.07,0
2022,1,23,19,0,25.51,3.43,0
2022,1,23,20,0,25.02,3.52,0
2022,1,23,21,0,24.64,3.37,0
2022,1,23,22,0,24.33,3.14,0
2022,1,23,23,0,24.08,2.98,0
2022,1,24,0,0,23.85,2.87,0
2022,1,24,1,0,23.65,2.71,0
2022,1,24,2,0,23.48,2.64,0
2022,1,24,3,0,23.37,2.69,0
2022,1,24,4,0,23.27,2.77,0
2022,1,24,5,0,23.18,2.74,0
2022,1,24,6,19.56,23.83,2.63,17.33
2022,1,24,7,127.77,25.4,2.88,150.12
2022,1,24,8,321.86,26.7,2.72,389.55
2022,1,24,9,503.55,27.78,2.45,607.35
2022,1,24,10,607.09,28.76,2.22,772.48
2022,1,24,11,702.83,29.57,2.08,870.67
2022,1,24,12,693.33,30.07,1.92,941.08
2022,1,24,13,676.52,30.23,1.86,876.25
2022,1,24,14,571.8,30.12,1.89,739.45
2022,1,24,15,415.55,29.75,1.91,540.88
2022,1,24,16,240.96,29.19,1.86,310.15
2022,1,24,17,79.76,28.1,1.77,102.25
2022,1,24,18,0,26.94,1.79,0
2022,1,24,19,0,26.39,2.04,0
2022,1,24,20,0,25.91,2.16,0
2022,1,24,21,0,25.52,2.28,0
2022,1,24,22,0,25.21,2.52,0
2022,1,24,23,0,24.92,2.82,0
2022,1,25,0,0,24.67,3.13,0
2022,1,25,1,0,24.45,3.35,0
2022,1,25,2,0,24.26,3.46,0
2022,1,25,3,0,24.12,3.55,0
2022,1,25,4,0,24.03,3.5,0
2022,1,25,5,0,24.02,3.37,0
2022,1,25,6,22.7,24.39,3.26,18.85
2022,1,25,7,168.82,25.52,3.54,166.23
2022,1,25,8,354.21,26.76,3.7,374.33
2022,1,25,9,586.25,27.8,3.68,615.15
2022,1,25,10,711.15,28.75,3.56,796.7
2022,1,25,11,866.58,29.52,3.54,904.6
2022,1,25,12,846.61,30,3.56,930.45
2022,1,25,13,689.94,30.11,3.53,874.95
2022,1,25,14,600.05,29.93,3.59,744.98
2022,1,25,15,459.82,29.48,3.77,554.2
2022,1,25,16,268.37,28.76,3.87,323.83
2022,1,25,17,90.88,27.55,3.63,110.2
2022,1,25,18,0,26.22,3.52,0
2022,1,25,19,0,25.65,3.7,0
2022,1,25,20,0,25.23,3.6,0
2022,1,25,21,0,24.91,3.46,0
2022,1,25,22,0,24.67,3.43,0
2022,1,25,23,0,24.51,3.51,0
2022,1,26,0,0,24.45,3.63,0
2022,1,26,1,0,24.43,3.84,0
2022,1,26,2,0,24.43,4.1,0
2022,1,26,3,0,24.3,4.07,0
2022,1,26,4,0,24.1,3.71,0
2022,1,26,5,0,23.94,3.64,0
2022,1,26,6,20.73,24.37,3.96,21.12
2022,1,26,7,155.96,25.55,4.56,199.35
2022,1,26,8,356.93,26.67,4.89,441.58
2022,1,26,9,502.51,27.56,4.66,662.52
2022,1,26,10,642.67,28.41,4.29,832.15
2022,1,26,11,775.53,29.15,3.98,934
2022,1,26,12,791.66,29.6,3.78,947.98
2022,1,26,13,800.87,29.69,3.63,893.15
2022,1,26,14,679.56,29.48,3.53,761.83
2022,1,26,15,521.28,29.05,3.53,568.67
2022,1,26,16,309.7,28.34,3.58,333.83
2022,1,26,17,110.85,27.15,3.47,115.88
2022,1,26,18,0,25.8,3.42,0
2022,1,26,19,0,25.24,3.66,0
2022,1,26,20,0,24.85,3.69,0
2022,1,26,21,0,24.57,3.56,0
2022,1,26,22,0,24.35,3.43,0
2022,1,26,23,0,24.19,3.35,0
2022,1,27,0,0,24.05,3.36,0
2022,1,27,1,0,23.92,3.38,0
2022,1,27,2,0,23.82,3.36,0
2022,1,27,3,0,23.79,3.33,0
2022,1,27,4,0,23.73,3.23,0
2022,1,27,5,0,23.65,3.12,0
2022,1,27,6,22.49,24.17,3.06,19.75
2022,1,27,7,160.73,25.5,3.48,189.5
2022,1,27,8,351.74,26.62,3.69,428.98
2022,1,27,9,530.95,27.49,3.61,650.33
2022,1,27,10,677.16,28.37,3.4,819.95
2022,1,27,11,760.21,29.05,3.31,920.12
2022,1,27,12,771.38,29.51,3.35,944.4
2022,1,27,13,789.43,29.65,3.36,888.9
2022,1,27,14,675.52,29.48,3.26,758.67
2022,1,27,15,479.15,28.96,3.23,568.1
2022,1,27,16,272.84,28.08,3.14,338.7
2022,1,27,17,100.14,26.99,3.12,119.55
2022,1,27,18,0,25.87,3.18,0
2022,1,27,19,0,25.3,3.38,0
2022,1,27,20,0,24.88,3.32,0
2022,1,27,21,0,24.58,3.15,0
2022,1,27,22,0,24.33,3.03,0
2022,1,27,23,0,24.1,3.01,0
2022,1,28,0,0,23.92,3.07,0
2022,1,28,1,0,23.82,3.16,0
2022,1,28,2,0,23.7,3.23,0
2022,1,28,3,0,23.57,3.18,0
2022,1,28,4,0,23.43,3.07,0
2022,1,28,5,0,23.35,2.99,0
2022,1,28,6,24.11,23.96,2.88,19.98
